#id  @ time(ms)          message
40  1155   0 routes 3 unicast addresses 5 multicast addresses 2 anycast addresses
13  1156   HRPL: RPL started
40  1157   HRPL: RPL started
20  1160   Rime started with address 0.0.0.0.0.0.0.20
35  1162   Rime started with address 0.0.0.0.0.0.0.35
3  1163   MAC 00:00:00:00:00:00:00:03 Contiki-3.x-3343-gbc2e44581 started. Node id is set to 3.
13  1164   HRPL: The Mode of operation is Non-Storing Mode With_HRPL
40  1165   HRPL: The Mode of operation is Non-Storing Mode With_HRPL
17  1166   HRPL: Init of IPv6 data structures, 30 neighbors 0 MAX_ROUTES 2 default routers 3 prefixes
41  1168   MAC 00:00:00:00:00:00:00:29 Contiki-3.x-3343-gbc2e44581 started. Node id is set to 41.
3  1171   CSMA ContikiMAC, channel check rate 8 Hz, radio channel 26
20  1174   MAC 00:00:00:00:00:00:00:14 Contiki-3.x-3343-gbc2e44581 started. Node id is set to 20.
13  1174   Tentative link-local IPv6 address fe80:0000:0000:0000:0200:0000:0000:000d
17  1176   0 routes 3 unicast addresses 5 multicast addresses 2 anycast addresses
40  1176   Tentative link-local IPv6 address fe80:0000:0000:0000:0200:0000:0000:0028
35  1176   MAC 00:00:00:00:00:00:00:23 Contiki-3.x-3343-gbc2e44581 started. Node id is set to 35.
41  1177   CSMA ContikiMAC, channel check rate 8 Hz, radio channel 26
13  1178   Starting 'app-p2p-node'
17  1178   HRPL: RPL started
44  1179   Rime started with address 0.0.0.0.0.0.0.44
40  1179   Starting 'app-p2p-node'
6  1181   Rime started with address 0.0.0.0.0.0.0.6
13  1182   new udp socket is registered
20  1182   CSMA ContikiMAC, channel check rate 8 Hz, radio channel 26
40  1183   new udp socket is registered
15  1184   Rime started with address 0.0.0.0.0.0.0.15
3  1184   HRPL: Init of IPv6 data structures, 30 neighbors 0 MAX_ROUTES 2 default routers 3 prefixes
35  1185   CSMA ContikiMAC, channel check rate 8 Hz, radio channel 26
1  1186   Rime started with address 0.0.0.0.0.0.0.1
17  1186   HRPL: The Mode of operation is Non-Storing Mode With_HRPL
13  1187   I am node 13 in the sending list
40  1187   I am in the receiving list
41  1189   HRPL: Init of IPv6 data structures, 30 neighbors 0 MAX_ROUTES 2 default routers 3 prefixes
44  1192   MAC 00:00:00:00:00:00:00:2c Contiki-3.x-3343-gbc2e44581 started. Node id is set to 44.
3  1194   0 routes 3 unicast addresses 5 multicast addresses 2 anycast addresses
6  1195   MAC 00:00:00:00:00:00:00:06 Contiki-3.x-3343-gbc2e44581 started. Node id is set to 6.
20  1195   HRPL: Init of IPv6 data structures, 30 neighbors 0 MAX_ROUTES 2 default routers 3 prefixes
3  1197   HRPL: RPL started
17  1197   Tentative link-local IPv6 address fe80:0000:0000:0000:0200:0000:0000:0011
35  1197   HRPL: Init of IPv6 data structures, 30 neighbors 0 MAX_ROUTES 2 default routers 3 prefixes
15  1198   MAC 00:00:00:00:00:00:00:0f Contiki-3.x-3343-gbc2e44581 started. Node id is set to 15.
41  1199   0 routes 3 unicast addresses 5 multicast addresses 2 anycast addresses
1  1200   MAC 00:00:00:00:00:00:00:01 Contiki-3.x-3343-gbc2e44581 started. Node id is set to 1.
17  1200   Starting 'app-p2p-node'
44  1201   CSMA ContikiMAC, channel check rate 8 Hz, radio channel 26
41  1202   HRPL: RPL started
6  1203   CSMA ContikiMAC, channel check rate 8 Hz, radio channel 26
17  1204   new udp socket is registered
3  1205   HRPL: The Mode of operation is Non-Storing Mode With_HRPL
20  1205   0 routes 3 unicast addresses 5 multicast addresses 2 anycast addresses
15  1206   CSMA ContikiMAC, channel check rate 8 Hz, radio channel 26
35  1207   0 routes 3 unicast addresses 5 multicast addresses 2 anycast addresses
20  1208   HRPL: RPL started
1  1209   CSMA ContikiMAC, channel check rate 8 Hz, radio channel 26
17  1209   I am node 17 in the sending list
35  1210   HRPL: RPL started
41  1210   HRPL: The Mode of operation is Non-Storing Mode With_HRPL
44  1214   HRPL: Init of IPv6 data structures, 30 neighbors 0 MAX_ROUTES 2 default routers 3 prefixes
3  1215   Tentative link-local IPv6 address fe80:0000:0000:0000:0200:0000:0000:0003
20  1216   HRPL: The Mode of operation is Non-Storing Mode With_HRPL
6  1216   HRPL: Init of IPv6 data structures, 30 neighbors 0 MAX_ROUTES 2 default routers 3 prefixes
35  1218   HRPL: The Mode of operation is Non-Storing Mode With_HRPL
3  1218   Starting 'app-p2p-node'
15  1219   HRPL: Init of IPv6 data structures, 30 neighbors 0 MAX_ROUTES 2 default routers 3 prefixes
41  1221   Tentative link-local IPv6 address fe80:0000:0000:0000:0200:0000:0000:0029
1  1221   HRPL: Init of IPv6 data structures, 30 neighbors 0 MAX_ROUTES 2 default routers 3 prefixes
3  1223   new udp socket is registered
44  1224   0 routes 3 unicast addresses 5 multicast addresses 2 anycast addresses
41  1224   Starting 'app-p2p-node'
6  1226   0 routes 3 unicast addresses 5 multicast addresses 2 anycast addresses
20  1226   Tentative link-local IPv6 address fe80:0000:0000:0000:0200:0000:0000:0014
44  1226   HRPL: RPL started
41  1228   new udp socket is registered
35  1228   Tentative link-local IPv6 address fe80:0000:0000:0000:0200:0000:0000:0023
6  1229   HRPL: RPL started
15  1229   0 routes 3 unicast addresses 5 multicast addresses 2 anycast addresses
20  1229   Starting 'app-p2p-node'
1  1231   0 routes 3 unicast addresses 5 multicast addresses 2 anycast addresses
15  1232   HRPL: RPL started
35  1232   Starting 'app-p2p-node'
41  1233   I am node 41 in the sending list
20  1234   new udp socket is registered
1  1234   HRPL: RPL started
44  1234   HRPL: The Mode of operation is Non-Storing Mode With_HRPL
35  1236   new udp socket is registered
6  1237   HRPL: The Mode of operation is Non-Storing Mode With_HRPL
20  1237   I am in the receiving list
35  1240   I am in the receiving list
15  1240   HRPL: The Mode of operation is Non-Storing Mode With_HRPL
1  1242   HRPL: The Mode of operation is Non-Storing Mode With_HRPL
44  1245   Tentative link-local IPv6 address fe80:0000:0000:0000:0200:0000:0000:002c
6  1247   Tentative link-local IPv6 address fe80:0000:0000:0000:0200:0000:0000:0006
44  1248   Starting 'app-p2p-node'
15  1250   Tentative link-local IPv6 address fe80:0000:0000:0000:0200:0000:0000:000f
6  1250   Starting 'app-p2p-node'
44  1252   new udp socket is registered
1  1252   Tentative link-local IPv6 address fe80:0000:0000:0000:0200:0000:0000:0001
15  1254   Starting 'app-p2p-node'
6  1255   new udp socket is registered
1  1256   Starting 'app-p2p-root'
44  1256   I am in the receiving list
15  1258   new udp socket is registered
1  1260   created a new RPL dag
15  1262   I am in the receiving list
24  1554   rpl_dis: send
16  1582   rpl_dis: send
5  1728   rpl_dis: send
39  2046   rpl_dis: send
43  2073   rpl_dis: send
20  2203   rpl_dis: send
35  2205   rpl_dis: send
1  5081   rpl_dio: send
21  5101   #L 1 1
27  5117   #L 1 1
26  5121   #L 1 1
31  5125   #L 1 1
28  5137   #L 1 1
17  5156   #L 1 1
11  5164   #L 1 1
22  5176   #L 1 1
14  5176   #L 1 1
12  5184   #L 1 1
16  5188   #L 1 1
7  5192   #L 1 1
6  5204   #L 1 1
2  5212   #L 1 1
32  5212   #L 1 1
37  5216   #L 1 1
47  6426   rpl_dis: send
17  7306   rpl_dao: send
37  7313   rpl_dio: send
17  7323   mahy ewma_alpha = 30
17  7326   mahy1 stats->etx= 217
13  7384   #L 37 1
23  7388   #L 37 1
36  7388   #L 37 1
9  7392   #L 37 1
19  7401   #L 37 1
18  7454   #L 37 1
8  7454   #L 37 1
14  7485   rpl_dao: send
14  7503   mahy ewma_alpha = 30
14  7506   mahy1 stats->etx= 217
14  7512   mahy ewma_alpha = 30
14  7515   mahy1 stats->etx= 190
2  7567   rpl_dio: send
27  7581   rpl_dio: send
12  7608   rpl_dao: send
11  7639   rpl_dao: send
3  7673   #L 2 1
11  7762   mahy ewma_alpha = 30
11  7765   mahy1 stats->etx= 217
11  7772   mahy ewma_alpha = 30
11  7775   mahy1 stats->etx= 190
6  7825   rpl_dio: send
31  7853   rpl_dio: send
16  7887   rpl_dio: send
7  7890   rpl_dao: send
6  7966   rpl_dao: send
6  7984   mahy ewma_alpha = 30
17  7986   rpl_dio: send
6  7987   mahy1 stats->etx= 217
6  7993   mahy ewma_alpha = 30
6  7996   mahy1 stats->etx= 190
2  8177   rpl_dao: send
28  8181   rpl_dio: send
2  8194   mahy ewma_alpha = 30
2  8197   mahy1 stats->etx= 217
21  8200   rpl_dio: send
2  8204   mahy ewma_alpha = 30
2  8207   mahy1 stats->etx= 190
11  8233   rpl_dio: send
14  8321   rpl_dio: send
7  8389   rpl_dio: send
16  8402   rpl_dio: send
32  8519   rpl_dio: send
7  8543   mahy ewma_alpha = 30
7  8546   mahy1 stats->etx= 217
7  8553   mahy ewma_alpha = 30
7  8557   mahy1 stats->etx= 190
11  8623   rpl_dio: send
22  8842   rpl_dio: send
16  8845   mahy ewma_alpha = 30
16  8848   mahy1 stats->etx= 217
27  8880   rpl_dio: send
19  8928   rpl_dio: send
27  9000   mahy ewma_alpha = 30
27  9003   mahy1 stats->etx= 217
26  9052   rpl_dio: send
19  9091   mahy ewma_alpha = 30
19  9094   mahy1 stats->etx= 217
12  9217   rpl_dio: send
19  9436   rpl_dao: send
23  9479   rpl_dio: send
16  9497   rpl_dao: send
18  9543   rpl_dao: send
26  9560   rpl_dio: send
23  9592   mahy ewma_alpha = 30
23  9595   mahy1 stats->etx= 217
23  9597   rpl_dio: send
9  9692   rpl_dio: send
13  9754   rpl_dao: send
28  9798   rpl_dio: send
13  9845   mahy ewma_alpha = 30
13  9848   mahy1 stats->etx= 217
13  9856   mahy ewma_alpha = 30
13  9859   mahy1 stats->etx= 190
37  9871   mahy ewma_alpha = 30
37  9874   mahy1 stats->etx= 217
37  9887   mahy ewma_alpha = 30
37  9890   mahy1 stats->etx= 190
13  9948   rpl_dio: send
12  9951   rpl_dio: send
9  9975   rpl_dao: send
8  10094   rpl_dao: send
8  10220   mahy ewma_alpha = 30
8  10223   mahy1 stats->etx= 217
8  10231   mahy ewma_alpha = 30
8  10234   mahy1 stats->etx= 190
37  10268   rpl_dao: send
9  10343   mahy ewma_alpha = 30
9  10346   mahy1 stats->etx= 217
9  10354   mahy ewma_alpha = 30
9  10357   mahy1 stats->etx= 190
28  10459   mahy ewma_alpha = 30
28  10462   mahy1 stats->etx= 217
12  10482   rpl_dio: send
31  10503   rpl_dao: send
32  10537   rpl_dao: send
3  10583   rpl_dao: send
19  10592   mahy ewma_alpha = 30
19  10595   mahy1 stats->etx= 190
19  10603   mahy ewma_alpha = 30
19  10606   mahy1 stats->etx= 171
3  10606   rpl_dio: send
12  10614   mahy ewma_alpha = 30
12  10617   mahy1 stats->etx= 217
12  10623   mahy ewma_alpha = 30
12  10626   mahy1 stats->etx= 190
4  10677   #L 3 1
28  10682   rpl_dao: send
27  10717   rpl_dao: send
26  10786   rpl_dao: send
3  10842   mahy ewma_alpha = 30
3  10845   mahy1 stats->etx= 217
31  10848   mahy ewma_alpha = 30
3  10851   mahy ewma_alpha = 30
31  10851   mahy1 stats->etx= 217
3  10854   mahy1 stats->etx= 190
31  10860   mahy ewma_alpha = 30
18  10863   rpl_dio: send
31  10863   mahy1 stats->etx= 190
11  10891   mahy ewma_alpha = 15
11  10894   mahy1 stats->etx= 199
36  10967   rpl_dio: send
2  11014   mahy ewma_alpha = 30
2  11017   mahy1 stats->etx= 171
2  11024   mahy ewma_alpha = 15
2  11027   mahy1 stats->etx= 164
21  11030   rpl_dao: send
22  11072   rpl_dao: send
14  11126   rpl_dio: send
18  11220   mahy ewma_alpha = 30
8  11222   rpl_dio: send
18  11223   mahy1 stats->etx= 256
18  11231   mahy ewma_alpha = 30
18  11234   mahy1 stats->etx= 217
14  11256   mahy ewma_alpha = 30
14  11259   mahy1 stats->etx= 171
13  11354   rpl_dio: send
16  11387   rpl_dio: send
19  11388   rpl_dio: send
32  11595   mahy ewma_alpha = 30
32  11599   mahy1 stats->etx= 217
32  11607   mahy ewma_alpha = 30
32  11610   mahy1 stats->etx= 190
21  11682   mahy ewma_alpha = 30
21  11685   mahy1 stats->etx= 217
21  11694   mahy ewma_alpha = 30
21  11697   mahy1 stats->etx= 190
28  11710   mahy ewma_alpha = 30
28  11713   mahy1 stats->etx= 190
11  12050   rpl_dio: send
11  12066   mahy ewma_alpha = 15
11  12069   mahy1 stats->etx= 188
8  12144   rpl_dio: send
2  12176   rpl_dio: send
27  12439   mahy ewma_alpha = 30
27  12442   mahy1 stats->etx= 190
27  12450   mahy ewma_alpha = 30
27  12453   mahy1 stats->etx= 171
36  12502   rpl_dao: send
16  12518   mahy ewma_alpha = 30
16  12521   mahy1 stats->etx= 228
16  12529   mahy ewma_alpha = 15
16  12532   mahy1 stats->etx= 213
8  12593   mahy ewma_alpha = 30
8  12596   mahy1 stats->etx= 171
36  12717   mahy ewma_alpha = 30
36  12720   mahy1 stats->etx= 217
36  12729   mahy ewma_alpha = 30
36  12732   mahy1 stats->etx= 190
28  12739   mahy ewma_alpha = 30
28  12743   mahy1 stats->etx= 171
13  12823   rpl_dio: send
2  12900   mahy ewma_alpha = 15
2  12903   mahy1 stats->etx= 158
26  12911   mahy ewma_alpha = 30
26  12914   mahy1 stats->etx= 256
26  12930   mahy ewma_alpha = 30
26  12933   mahy1 stats->etx= 217
26  12941   mahy ewma_alpha = 15
26  12944   mahy1 stats->etx= 203
16  12977   mahy ewma_alpha = 15
16  12980   mahy1 stats->etx= 200
13  13091   mahy ewma_alpha = 15
13  13095   mahy1 stats->etx= 199
23  13207   rpl_dao: send
13  13217   mahy ewma_alpha = 15
13  13220   mahy1 stats->etx= 188
12  13229   mahy ewma_alpha = 30
12  13232   mahy1 stats->etx= 171
23  13345   mahy ewma_alpha = 30
23  13349   mahy1 stats->etx= 190
23  13357   mahy ewma_alpha = 30
23  13360   mahy1 stats->etx= 171
12  13370   mahy ewma_alpha = 15
12  13373   mahy1 stats->etx= 164
4  13534   rpl_dao: send
11  13600   rpl_dio: send
26  13615   rpl_dio: send
14  13634   rpl_dio: send
6  13646   rpl_dio: send
4  13675   mahy ewma_alpha = 30
4  13678   mahy1 stats->etx= 217
17  13869   rpl_dio: send
2  13919   rpl_dio: send
4  14190   rpl_dio: send
3  14216   mahy ewma_alpha = 15
3  14219   mahy1 stats->etx= 238
2  14230   mahy ewma_alpha = 15
2  14233   mahy1 stats->etx= 153
16  14262   rpl_dio: send
16  14277   mahy ewma_alpha = 15
16  14280   mahy1 stats->etx= 189
5  14335   #L 4 1
3  14552   #L 2 1
12  14709   rpl_dio: send
32  14957   rpl_dio: send
27  15042   rpl_dio: send
12  15206   rpl_dio: send
37  15210   mahy ewma_alpha = 15
37  15213   mahy1 stats->etx= 199
12  15221   mahy ewma_alpha = 15
12  15224   mahy1 stats->etx= 158
37  15240   mahy ewma_alpha = 15
37  15243   mahy1 stats->etx= 188
37  15259   mahy ewma_alpha = 15
37  15262   mahy1 stats->etx= 179
37  15270   mahy ewma_alpha = 15
37  15273   mahy1 stats->etx= 171
37  15283   mahy ewma_alpha = 15
37  15286   mahy1 stats->etx= 164
37  15294   mahy ewma_alpha = 15
37  15297   mahy1 stats->etx= 158
13  15620   rpl_dio: send
22  15826   rpl_dio: send
37  15868   rpl_dio: send
28  16087   rpl_dio: send
8  16096   #L 37 1
18  16104   #L 37 1
17  16111   rpl_dio: send
23  16153   #L 37 1
13  16153   #L 37 1
36  16161   #L 37 1
9  16165   #L 37 1
19  16176   #L 37 1
5  16392   rpl_dio: send
18  16410   rpl_dio: send
18  16467   mahy ewma_alpha = 15
18  16470   mahy1 stats->etx= 203
17  16506   mahy ewma_alpha = 30
10  16507   #L 5 1
17  16509   mahy1 stats->etx= 190
36  16553   rpl_dio: send
16  16679   rpl_dio: send
19  16809   rpl_dio: send
22  17069   mahy ewma_alpha = 30
22  17072   mahy1 stats->etx= 294
22  17081   mahy ewma_alpha = 15
22  17084   mahy1 stats->etx= 269
36  17147   rpl_dio: send
31  17174   rpl_dio: send
7  17202   rpl_dio: send
36  17217   mahy ewma_alpha = 30
36  17220   mahy1 stats->etx= 171
21  17325   rpl_dio: send
8  17785   rpl_dio: send
5  17807   rpl_dao: send
23  17877   rpl_dio: send
5  18055   mahy ewma_alpha = 30
5  18058   mahy1 stats->etx= 256
4  18175   mahy ewma_alpha = 30
4  18178   mahy1 stats->etx= 190
3  18212   mahy ewma_alpha = 15
3  18215   mahy1 stats->etx= 221
2  18308   mahy ewma_alpha = 15
2  18311   mahy1 stats->etx= 149
37  18399   rpl_dio: send
9  18450   rpl_dio: send
37  18529   mahy ewma_alpha = 15
37  18532   mahy1 stats->etx= 153
3  18653   rpl_dio: send
4  18681   #L 3 1
19  18982   rpl_dio: send
10  19032   rpl_dao: send
10  19087   mahy ewma_alpha = 30
10  19090   mahy1 stats->etx= 217
19  19093   mahy ewma_alpha = 15
19  19096   mahy1 stats->etx= 164
5  19306   mahy ewma_alpha = 15
5  19309   mahy1 stats->etx= 256
10  19384   rpl_dio: send
4  19425   mahy ewma_alpha = 30
4  19428   mahy1 stats->etx= 171
18  19644   rpl_dio: send
15  19709   #L 10 1
3  19839   mahy ewma_alpha = 15
3  19842   mahy1 stats->etx= 245
2  19852   mahy ewma_alpha = 15
2  19855   mahy1 stats->etx= 145
27  20417   rpl_dio: send
27  20433   mahy ewma_alpha = 15
27  20436   mahy1 stats->etx= 164
4  20994   rpl_dio: send
26  21037   rpl_dio: send
26  21053   mahy ewma_alpha = 15
26  21056   mahy1 stats->etx= 191
5  21083   #L 4 1
23  21119   rpl_dio: send
23  21218   mahy ewma_alpha = 15
23  21221   mahy1 stats->etx= 164
8  21511   rpl_dio: send
8  21593   mahy ewma_alpha = 15
8  21596   mahy1 stats->etx= 164
9  21645   rpl_dio: send
9  21719   mahy ewma_alpha = 30
9  21722   mahy1 stats->etx= 171
7  21952   rpl_dio: send
15  21961   rpl_dao: send
7  21968   mahy ewma_alpha = 30
7  21971   mahy1 stats->etx= 171
15  22007   mahy ewma_alpha = 30
15  22010   mahy1 stats->etx= 217
10  22088   mahy ewma_alpha = 30
10  22091   mahy1 stats->etx= 190
5  22178   mahy ewma_alpha = 15
5  22181   mahy1 stats->etx= 236
22  22248   rpl_dio: send
22  22264   mahy ewma_alpha = 15
22  22267   mahy1 stats->etx= 247
4  22298   mahy ewma_alpha = 15
4  22301   mahy1 stats->etx= 164
3  22340   mahy ewma_alpha = 15
3  22343   mahy1 stats->etx= 227
2  22354   mahy ewma_alpha = 15
2  22357   mahy1 stats->etx= 142
28  22439   rpl_dio: send
28  22454   mahy ewma_alpha = 15
28  22457   mahy1 stats->etx= 164
3  22645   rpl_dio: send
17  22666   rpl_dio: send
3  22715   mahy ewma_alpha = 15
3  22718   mahy1 stats->etx= 212
17  22733   mahy ewma_alpha = 30
17  22736   mahy1 stats->etx= 171
15  23430   rpl_dio: send
20  23558   #L 15 1
5  23791   rpl_dio: send
10  23880   #L 5 1
32  24684   rpl_dio: send
32  24699   mahy ewma_alpha = 30
32  24703   mahy1 stats->etx= 171
15  24953   rpl_dio: send
15  25006   mahy ewma_alpha = 30
15  25009   mahy1 stats->etx= 190
10  25392   rpl_dio: send
15  25458   #L 10 1
31  25674   rpl_dio: send
5  25730   rpl_dio: send
5  25803   mahy ewma_alpha = 15
5  25807   mahy1 stats->etx= 219
31  26221   rpl_dio: send
31  26236   mahy ewma_alpha = 30
31  26240   mahy1 stats->etx= 171
17  26470   rpl_dio: send
17  26486   mahy ewma_alpha = 15
17  26489   mahy1 stats->etx= 164
4  26674   rpl_dio: send
4  26798   mahy ewma_alpha = 15
4  26801   mahy1 stats->etx= 158
14  27118   rpl_dio: send
14  27134   mahy ewma_alpha = 15
14  27137   mahy1 stats->etx= 164
20  27382   rpl_dio: send
25  27488   #L 20 1
32  27683   rpl_dio: send
6  27904   rpl_dio: send
26  28256   rpl_dio: send
