#id  @ time(ms)          message
43  169290   #L 48 0
43  169292   rpl_dao: send
20  169302   rpl_dio: send
22  170059   HRPL: ============ (RPL ROUTING) ===========
22  170062   app_send: seq: 0 to: 34 
17  170147   new_hop:
22  170152   mac_num_tx: 1 seq: 0 src: 22 dest: 34
12  170264   new_hop:
17  170268   mac_num_tx: 1 seq: 0 src: 22 dest: 34
7  170358   new_hop:
12  170362   mac_num_tx: 1 seq: 0 src: 22 dest: 34
1  170371   new_hop:
7  170376   mac_num_tx: 1 seq: 0 src: 22 dest: 34
1  170380   routing_drop: tcp no route to off-link destination 34
6  170548   new_hop:
11  170552   mac_num_tx: 1 seq: 0 src: 11 dest: 39
1  170561   new_hop:
6  170566   mac_num_tx: 1 seq: 0 src: 11 dest: 39
1  170570   routing_drop: tcp no route to off-link destination 39
11  171479   rpl_dio: send
48  174365   rpl_dio: send
18  174555   rpl_dio: send
44  175451   rpl_dio: send
10  176721   rpl_dio: send
19  176761   rpl_dio: send
33  177493   rpl_dio: send
12  179870   rpl_dio: send
6  180221   rpl_stats:  0  0  0  0  1  0  0  0  0  0  
6  180227   energy:  78188  5820258  62903  28871
26  180233   rpl_stats:  0  0  0  0  1  0  0  0  0  0  
26  180240   energy:  113453  5784983  76686  59079
30  180261   rpl_stats:  0  0  0  0  1  0  0  0  0  0  
30  180267   energy:  59406  5839030  55985  27267
45  180289   rpl_stats:  0  0  0  0  2  1  0  0  0  0  
45  180295   energy:  69059  5829377  51244  32007
12  180310   rpl_stats:  0  0  0  0  1  0  0  0  0  0  
12  180317   energy:  198129  5700307  116593  108894
43  180319   rpl_stats:  0  0  0  0  1  0  0  0  0  0  
36  180321   rpl_stats:  0  0  0  0  1  0  0  0  0  0  
43  180325   energy:  83505  5814931  62115  39504
36  180328   energy:  83944  5814492  62185  41641
8  180330   rpl_stats:  6  0  0  0  2  0  0  0  0  0  
8  180337   energy:  253699  5644747  121895  143668
10  180350   rpl_stats:  0  0  0  0  1  0  0  0  0  0  
35  180351   rpl_stats:  0  0  0  0  2  1  0  0  0  0  
10  180356   energy:  82313  5816123  56424  41448
35  180358   energy:  91711  5806725  59318  49002
29  180372   rpl_stats:  0  0  0  0  1  0  0  0  0  0  
29  180379   energy:  124287  5774149  79515  65816
16  180436   rpl_stats:  0  0  0  0  1  0  0  0  0  0  
19  180437   rpl_stats:  0  0  0  0  1  0  0  0  0  0  
15  180439   rpl_stats:  0  0  0  0  1  0  0  0  0  0  
16  180443   energy:  113381  5785055  80668  55777
19  180443   energy:  72470  5825966  75473  36192
14  180445   rpl_stats:  0  0  0  0  1  0  0  0  0  0  
15  180445   energy:  57673  5840763  53147  24981
13  180447   rpl_stats:  0  0  0  0  1  0  0  0  0  0  
24  180450   rpl_stats:  0  0  0  0  1  0  0  0  0  0  
14  180451   energy:  80459  5817977  75529  39955
13  180454   energy:  210525  5687911  108661  117506
24  180456   energy:  164751  5733685  92999  90138
50  180470   rpl_stats:  0  0  0  0  3  2  0  0  0  0  
50  180476   energy:  80426  5818010  46036  42655
47  180490   rpl_stats:  0  0  0  0  1  0  0  0  0  0  
47  180497   energy:  66965  5831471  51111  29748
20  180524   rpl_stats:  0  0  0  0  1  0  0  0  0  0  
40  180527   rpl_stats:  0  0  0  0  1  0  0  0  0  0  
20  180531   energy:  64578  5833858  52555  31006
40  180534   energy:  69239  5829197  56032  33582
31  180542   rpl_stats:  0  0  0  0  1  0  0  0  0  0  
31  180548   energy:  85731  5812705  68714  41152
17  180569   rpl_stats:  0  0  0  0  1  0  0  0  0  0  
17  180576   energy:  194453  5703983  114801  107221
37  180630   rpl_stats:  0  0  0  0  1  0  0  0  0  0  
37  180637   energy:  109054  5789382  70047  53317
49  180638   rpl_stats:  0  0  0  0  1  0  0  0  0  0  
2  180642   rpl_stats:  0  0  0  0  1  0  0  0  0  0  
49  180645   energy:  54424  5844012  51028  22782
2  180648   energy:  69628  5828818  61442  29516
48  180650   rpl_stats:  0  0  0  0  2  1  0  0  0  0  
48  180656   energy:  95229  5803207  51688  51139
22  180657   rpl_dio: send
44  180688   rpl_stats:  0  0  0  0  1  0  0  0  0  0  
44  180694   energy:  69378  5829058  60779  30693
41  180695   rpl_stats:  0  0  0  0  1  0  0  0  0  0  
41  180701   energy:  75292  5823144  56224  36359
9  180766   rpl_stats:  0  0  0  0  1  0  0  0  0  0  
3  180768   rpl_stats:  0  0  0  0  1  0  0  0  0  0  
9  180773   energy:  120658  5777788  89239  60896
3  180775   energy:  101001  5797445  74527  52699
4  180796   rpl_stats:  0  0  0  0  1  0  0  0  0  0  
4  180802   energy:  66975  5831471  60099  30735
23  180811   rpl_stats:  0  0  0  0  1  0  0  0  0  0  
23  180818   energy:  163225  5735211  104990  84763
28  180849   rpl_stats:  0  0  0  0  1  0  0  0  0  0  
28  180856   energy:  76212  5822224  78692  35021
27  180857   rpl_stats:  0  0  0  0  1  0  0  0  0  0  
27  180863   energy:  170376  5728060  99847  92601
25  180864   rpl_stats:  0  0  0  0  1  0  0  0  0  0  
33  180865   rpl_stats:  0  0  0  0  2  1  0  0  0  0  
25  180871   energy:  61193  5837243  53728  28077
33  180871   energy:  86233  5812203  64182  42261
34  180884   rpl_stats:  0  0  0  0  1  0  0  0  0  0  
42  180885   rpl_stats:  0  0  0  0  1  0  0  0  0  0  
34  180891   energy:  134647  5763789  76696  71427
42  180892   energy:  90003  5808433  63069  43770
7  180909   rpl_stats:  19  0  0  0  1  0  0  0  0  0  
7  180915   energy:  114063  5784387  85730  34379
21  180947   rpl_stats:  0  0  0  0  1  0  0  0  0  0  
21  180954   energy:  129224  5769212  77652  68671
32  180955   rpl_stats:  0  0  0  0  1  0  0  0  0  0  
35  180957   rpl_dio: send
11  180958   rpl_stats:  0  0  0  0  1  0  0  0  0  0  
32  180962   energy:  119242  5779194  73166  56104
38  180962   rpl_stats:  0  0  0  0  1  0  0  0  0  0  
46  180963   rpl_stats:  0  0  0  0  1  0  0  0  0  0  
11  180965   energy:  184672  5713764  94972  104936
38  180969   energy:  72682  5825754  63681  31635
46  180970   energy:  55847  5842589  45518  25412
1  180981   rpl_stats:  30  0  0  0  1  0  0  0  0  0  
1  180988   energy:  74539  5823911  5873099  25227
39  181003   rpl_stats:  0  0  0  0  1  0  0  0  0  0  
39  181009   energy:  105111  5793325  70097  54029
5  181021   rpl_stats:  0  0  0  0  1  0  0  0  0  0  
5  181027   energy:  61637  5836809  47783  29211
18  181105   rpl_stats:  0  0  0  0  1  0  0  0  0  0  
18  181111   energy:  204494  5693942  119557  116658
22  181183   rpl_stats:  0  0  0  0  1  0  0  0  0  0  
22  181190   energy:  198358  5700078  116257  114014
41  181289   HRPL: ============ (RPL ROUTING) ===========
41  181292   app_send: seq: 1 to: 19 
24  181376   rpl_dio: send
36  181400   new_hop:
41  181404   mac_num_tx: 1 seq: 1 src: 41 dest: 19
31  181493   new_hop:
36  181498   mac_num_tx: 1 seq: 1 src: 41 dest: 19
26  181560   new_hop:
31  181564   mac_num_tx: 1 seq: 1 src: 41 dest: 19
21  181650   new_hop:
26  181654   mac_num_tx: 1 seq: 1 src: 41 dest: 19
16  181762   new_hop:
21  181767   mac_num_tx: 1 seq: 1 src: 41 dest: 19
11  181787   new_hop:
16  181791   mac_num_tx: 1 seq: 1 src: 41 dest: 19
6  181923   new_hop:
11  181927   mac_num_tx: 1 seq: 1 src: 41 dest: 19
1  181936   new_hop:
6  181941   mac_num_tx: 1 seq: 1 src: 41 dest: 19
7  181985   new_hop:
1  181989   mac_num_tx: 1 seq: 1 src: 41 dest: 19
8  182033   new_hop:
7  182037   mac_num_tx: 1 seq: 1 src: 41 dest: 19
9  182092   new_hop:
8  182096   mac_num_tx: 1 seq: 1 src: 41 dest: 19
14  182147   new_hop:
32  182152   HRPL: ============ (RPL ROUTING) ===========
9  182152   mac_num_tx: 1 seq: 1 src: 41 dest: 19
32  182155   app_send: seq: 1 to: 34 
27  182183   new_hop:
32  182188   mac_num_tx: 1 seq: 1 src: 32 dest: 34
22  182262   new_hop:
19  182264   new_hop:
27  182266   mac_num_tx: 1 seq: 1 src: 32 dest: 34
14  182269   mac_num_tx: 1 seq: 1 src: 41 dest: 19
19  182274   app_recv: seq: 1 hops: 13 sugg_etx: 0 actual_etx: 13 src: 41 dest: 19
17  182350   HRPL: ============ (RPL ROUTING) ===========
17  182354   app_send: seq: 1 to: 49 
17  182398   new_hop:
22  182402   mac_num_tx: 1 seq: 1 src: 32 dest: 34
12  182514   new_hop:
17  182519   mac_num_tx: 1 seq: 1 src: 17 dest: 49
7  182611   new_hop:
12  182616   mac_num_tx: 1 seq: 1 src: 17 dest: 49
1  182625   new_hop:
7  182630   mac_num_tx: 1 seq: 1 src: 17 dest: 49
1  182634   routing_drop: tcp no route to off-link destination 49
38  182720   HRPL: ============ (RPL ROUTING) ===========
38  182724   app_send: seq: 1 to: 44 
12  182763   new_hop:
17  182768   mac_num_tx: 1 seq: 1 src: 32 dest: 34
37  182832   new_hop:
38  182836   mac_num_tx: 1 seq: 1 src: 38 dest: 44
7  182861   new_hop:
12  182865   mac_num_tx: 1 seq: 1 src: 32 dest: 34
1  182874   new_hop:
7  182879   mac_num_tx: 1 seq: 1 src: 32 dest: 34
1  182883   routing_drop: tcp no route to off-link destination 34
32  182906   new_hop:
37  182911   mac_num_tx: 1 seq: 1 src: 38 dest: 44
27  182931   new_hop:
32  182935   mac_num_tx: 1 seq: 1 src: 38 dest: 44
22  183010   new_hop:
27  183014   mac_num_tx: 1 seq: 1 src: 38 dest: 44
17  183145   new_hop:
22  183150   mac_num_tx: 1 seq: 1 src: 38 dest: 44
12  183262   new_hop:
17  183267   mac_num_tx: 1 seq: 1 src: 38 dest: 44
7  183359   new_hop:
12  183364   mac_num_tx: 1 seq: 1 src: 38 dest: 44
1  183373   new_hop:
7  183378   mac_num_tx: 1 seq: 1 src: 38 dest: 44
1  183382   routing_drop: tcp no route to off-link destination 44
37  185646   HRPL: ============ (RPL ROUTING) ===========
37  185649   app_send: seq: 1 to: 19 
36  185736   HRPL: ============ (RPL ROUTING) ===========
36  185739   app_send: seq: 1 to: 14 
32  185784   new_hop:
37  185788   mac_num_tx: 1 seq: 1 src: 37 dest: 19
27  185808   new_hop:
32  185813   mac_num_tx: 1 seq: 1 src: 37 dest: 19
22  185887   new_hop:
27  185891   mac_num_tx: 1 seq: 1 src: 37 dest: 19
31  185994   new_hop:
36  185998   mac_num_tx: 2 seq: 1 src: 36 dest: 14
17  186019   new_hop:
22  186023   mac_num_tx: 1 seq: 1 src: 37 dest: 19
26  186061   new_hop:
31  186065   mac_num_tx: 1 seq: 1 src: 36 dest: 14
12  186136   new_hop:
17  186141   mac_num_tx: 1 seq: 1 src: 37 dest: 19
21  186150   new_hop:
26  186155   mac_num_tx: 1 seq: 1 src: 36 dest: 14
7  186237   new_hop:
12  186241   mac_num_tx: 1 seq: 1 src: 37 dest: 19
16  186263   new_hop:
21  186268   mac_num_tx: 1 seq: 1 src: 36 dest: 14
8  186281   new_hop:
11  186284   new_hop:
7  186285   mac_num_tx: 1 seq: 1 src: 37 dest: 19
16  186289   mac_num_tx: 1 seq: 1 src: 36 dest: 14
9  186344   new_hop:
8  186348   mac_num_tx: 1 seq: 1 src: 37 dest: 19
14  186395   new_hop:
9  186400   mac_num_tx: 1 seq: 1 src: 37 dest: 19
6  186424   new_hop:
11  186428   mac_num_tx: 1 seq: 1 src: 36 dest: 14
1  186437   new_hop:
6  186442   mac_num_tx: 1 seq: 1 src: 36 dest: 14
7  186486   new_hop:
1  186490   mac_num_tx: 1 seq: 1 src: 36 dest: 14
19  186515   new_hop:
14  186520   mac_num_tx: 1 seq: 1 src: 37 dest: 19
19  186525   app_recv: seq: 1 hops: 10 sugg_etx: 0 actual_etx: 10 src: 37 dest: 19
8  186530   new_hop:
7  186535   mac_num_tx: 1 seq: 1 src: 36 dest: 14
9  186593   new_hop:
8  186598   mac_num_tx: 1 seq: 1 src: 36 dest: 14
14  186648   new_hop:
9  186653   mac_num_tx: 1 seq: 1 src: 36 dest: 14
14  186658   app_recv: seq: 1 hops: 11 sugg_etx: 0 actual_etx: 11 src: 36 dest: 14
28  187112   rpl_dio: send
16  187508   HRPL: ============ (RPL ROUTING) ===========
16  187511   app_send: seq: 1 to: 29 
11  187536   new_hop:
16  187540   mac_num_tx: 1 seq: 1 src: 16 dest: 29
6  187671   new_hop:
11  187676   mac_num_tx: 1 seq: 1 src: 16 dest: 29
1  187684   new_hop:
6  187689   mac_num_tx: 1 seq: 1 src: 16 dest: 29
1  187693   routing_drop: tcp no route to off-link destination 29
49  187791   rpl_dio: send
48  187923   HRPL: ============ (RPL ROUTING) ===========
48  187927   app_send: seq: 1 to: 24 
47  187940   new_hop:
48  187944   mac_num_tx: 1 seq: 1 src: 48 dest: 24
42  187961   new_hop:
47  187965   mac_num_tx: 1 seq: 1 src: 48 dest: 24
37  188081   new_hop:
42  188085   mac_num_tx: 1 seq: 1 src: 48 dest: 24
32  188155   new_hop:
37  188160   mac_num_tx: 1 seq: 1 src: 48 dest: 24
27  188184   new_hop:
32  188188   mac_num_tx: 1 seq: 1 src: 48 dest: 24
22  188259   new_hop:
27  188263   mac_num_tx: 1 seq: 1 src: 48 dest: 24
17  188394   new_hop:
22  188399   mac_num_tx: 1 seq: 1 src: 48 dest: 24
12  188511   new_hop:
17  188516   mac_num_tx: 1 seq: 1 src: 48 dest: 24
7  188609   new_hop:
12  188613   mac_num_tx: 1 seq: 1 src: 48 dest: 24
8  188657   new_hop:
7  188661   mac_num_tx: 1 seq: 1 src: 48 dest: 24
13  188773   new_hop:
8  188778   mac_num_tx: 1 seq: 1 src: 48 dest: 24
18  188806   new_hop:
13  188810   mac_num_tx: 1 seq: 1 src: 48 dest: 24
23  188888   new_hop:
18  188892   mac_num_tx: 1 seq: 1 src: 48 dest: 24
18  188933   HRPL: ============ (RPL ROUTING) ===========
18  188936   app_send: seq: 1 to: 15 
24  189027   new_hop:
23  189031   mac_num_tx: 1 seq: 1 src: 48 dest: 24
24  189037   app_recv: seq: 1 hops: 14 sugg_etx: 0 actual_etx: 14 src: 48 dest: 24
13  189151   new_hop:
18  189155   mac_num_tx: 1 seq: 1 src: 18 dest: 15
8  189279   new_hop:
13  189283   mac_num_tx: 1 seq: 1 src: 18 dest: 15
9  189342   new_hop:
8  189346   mac_num_tx: 1 seq: 1 src: 18 dest: 15
10  189428   new_hop:
9  189432   mac_num_tx: 1 seq: 1 src: 18 dest: 15
15  189517   new_hop:
10  189522   mac_num_tx: 1 seq: 1 src: 18 dest: 15
15  189527   app_recv: seq: 1 hops: 5 sugg_etx: 0 actual_etx: 5 src: 18 dest: 15
27  189537   HRPL: ============ (RPL ROUTING) ===========
27  189540   app_send: seq: 1 to: 14 
22  189637   new_hop:
27  189641   mac_num_tx: 1 seq: 1 src: 27 dest: 14
17  189772   new_hop:
22  189777   mac_num_tx: 1 seq: 1 src: 27 dest: 14
3  189827   rpl_dio: send
21  189854   HRPL: ============ (RPL ROUTING) ===========
21  189857   app_send: seq: 1 to: 9 
42  189878   HRPL: ============ (RPL ROUTING) ===========
42  189881   app_send: seq: 1 to: 24 
12  189889   new_hop:
17  189894   mac_num_tx: 1 seq: 1 src: 27 dest: 14
37  189959   new_hop:
42  189963   mac_num_tx: 1 seq: 1 src: 42 dest: 24
32  190033   new_hop:
37  190037   mac_num_tx: 1 seq: 1 src: 42 dest: 24
27  190058   new_hop:
32  190062   mac_num_tx: 1 seq: 1 src: 42 dest: 24
7  190112   new_hop:
12  190116   mac_num_tx: 2 seq: 1 src: 27 dest: 14
22  190133   new_hop:
27  190137   mac_num_tx: 1 seq: 1 src: 42 dest: 24
8  190156   new_hop:
7  190160   mac_num_tx: 1 seq: 1 src: 27 dest: 14
9  190219   new_hop:
8  190223   mac_num_tx: 1 seq: 1 src: 27 dest: 14
14  190270   new_hop:
17  190272   new_hop:
9  190275   mac_num_tx: 1 seq: 1 src: 27 dest: 14
22  190277   mac_num_tx: 1 seq: 1 src: 42 dest: 24
14  190280   app_recv: seq: 1 hops: 7 sugg_etx: 0 actual_etx: 7 src: 27 dest: 14
12  190389   new_hop:
17  190394   mac_num_tx: 1 seq: 1 src: 42 dest: 24
42  190397   rpl_dio: send
7  190486   new_hop:
12  190491   mac_num_tx: 1 seq: 1 src: 42 dest: 24
16  190513   new_hop:
21  190518   mac_num_tx: 1 seq: 1 src: 21 dest: 9
8  190530   new_hop:
11  190534   new_hop:
7  190535   mac_num_tx: 1 seq: 1 src: 42 dest: 24
16  190538   mac_num_tx: 1 seq: 1 src: 21 dest: 9
13  190651   new_hop:
8  190655   mac_num_tx: 1 seq: 1 src: 42 dest: 24
6  190673   new_hop:
11  190677   mac_num_tx: 1 seq: 1 src: 21 dest: 9
18  190683   new_hop:
1  190686   new_hop:
13  190688   mac_num_tx: 1 seq: 1 src: 42 dest: 24
6  190691   mac_num_tx: 1 seq: 1 src: 21 dest: 9
7  190736   new_hop:
1  190740   mac_num_tx: 1 seq: 1 src: 21 dest: 9
23  190765   new_hop:
18  190770   mac_num_tx: 1 seq: 1 src: 42 dest: 24
8  190780   new_hop:
7  190784   mac_num_tx: 1 seq: 1 src: 21 dest: 9
9  190843   new_hop:
8  190847   mac_num_tx: 1 seq: 1 src: 21 dest: 9
9  190852   app_recv: seq: 1 hops: 7 sugg_etx: 0 actual_etx: 7 src: 21 dest: 9
24  190900   new_hop:
23  190905   mac_num_tx: 1 seq: 1 src: 42 dest: 24
24  190910   app_recv: seq: 1 hops: 12 sugg_etx: 0 actual_etx: 12 src: 42 dest: 24
31  191331   HRPL: ============ (RPL ROUTING) ===========
31  191335   app_send: seq: 1 to: 44 
26  191435   new_hop:
31  191440   mac_num_tx: 1 seq: 1 src: 31 dest: 44
21  191525   new_hop:
26  191529   mac_num_tx: 1 seq: 1 src: 31 dest: 44
16  191637   new_hop:
21  191642   mac_num_tx: 1 seq: 1 src: 31 dest: 44
11  191662   new_hop:
16  191667   mac_num_tx: 1 seq: 1 src: 31 dest: 44
6  191798   new_hop:
11  191802   mac_num_tx: 1 seq: 1 src: 31 dest: 44
1  191811   new_hop:
6  191816   mac_num_tx: 1 seq: 1 src: 31 dest: 44
1  191820   routing_drop: tcp no route to off-link destination 44
16  192386   rpl_dio: send
21  192526   #L 16 1
47  192733   HRPL: ============ (RPL ROUTING) ===========
47  192736   app_send: seq: 1 to: 40 
42  192836   new_hop:
47  192841   mac_num_tx: 1 seq: 1 src: 47 dest: 40
37  192957   new_hop:
42  192961   mac_num_tx: 1 seq: 1 src: 47 dest: 40
32  193031   new_hop:
37  193035   mac_num_tx: 1 seq: 1 src: 47 dest: 40
27  193060   new_hop:
32  193064   mac_num_tx: 1 seq: 1 src: 47 dest: 40
22  193134   new_hop:
27  193139   mac_num_tx: 1 seq: 1 src: 47 dest: 40
23  193265   HRPL: ============ (RPL ROUTING) ===========
23  193268   app_send: seq: 1 to: 19 
17  193270   new_hop:
22  193275   mac_num_tx: 1 seq: 1 src: 47 dest: 40
18  193305   new_hop:
23  193309   mac_num_tx: 1 seq: 1 src: 23 dest: 19
13  193399   new_hop:
18  193403   mac_num_tx: 1 seq: 1 src: 23 dest: 19
8  193531   new_hop:
13  193535   mac_num_tx: 1 seq: 1 src: 23 dest: 19
9  193594   new_hop:
8  193598   mac_num_tx: 1 seq: 1 src: 23 dest: 19
12  193637   new_hop:
17  193642   mac_num_tx: 1 seq: 1 src: 47 dest: 40
14  193645   new_hop:
9  193650   mac_num_tx: 1 seq: 1 src: 23 dest: 19
13  193729   HRPL: ============ (RPL ROUTING) ===========
13  193732   app_send: seq: 1 to: 4 
7  193734   new_hop:
12  193739   mac_num_tx: 1 seq: 1 src: 47 dest: 40
1  193748   new_hop:
7  193753   mac_num_tx: 1 seq: 1 src: 47 dest: 40
1  193757   routing_drop: tcp no route to off-link destination 40
19  193765   new_hop:
14  193770   mac_num_tx: 1 seq: 1 src: 23 dest: 19
19  193775   app_recv: seq: 1 hops: 6 sugg_etx: 0 actual_etx: 6 src: 23 dest: 19
28  193865   HRPL: ============ (RPL ROUTING) ===========
28  193869   app_send: seq: 1 to: 24 
23  193889   new_hop:
28  193894   mac_num_tx: 1 seq: 1 src: 28 dest: 24
22  194004   HRPL: ============ (RPL ROUTING) ===========
22  194008   app_send: seq: 1 to: 39 
24  194028   new_hop:
23  194033   mac_num_tx: 1 seq: 1 src: 28 dest: 24
24  194038   app_recv: seq: 1 hops: 2 sugg_etx: 0 actual_etx: 2 src: 28 dest: 24
8  194157   new_hop:
13  194162   mac_num_tx: 1 seq: 1 src: 13 dest: 4
7  194236   new_hop:
8  194240   mac_num_tx: 1 seq: 1 src: 13 dest: 4
1  194250   new_hop:
7  194254   mac_num_tx: 1 seq: 1 src: 13 dest: 4
17  194272   new_hop:
22  194277   mac_num_tx: 2 seq: 1 src: 22 dest: 39
2  194345   new_hop:
1  194349   mac_num_tx: 1 seq: 1 src: 13 dest: 4
12  194389   new_hop:
17  194394   mac_num_tx: 1 seq: 1 src: 22 dest: 39
3  194469   new_hop:
2  194473   mac_num_tx: 1 seq: 1 src: 13 dest: 4
4  194497   new_hop:
3  194502   mac_num_tx: 1 seq: 1 src: 13 dest: 4
4  194507   app_recv: seq: 1 hops: 6 sugg_etx: 0 actual_etx: 6 src: 13 dest: 4
7  194612   new_hop:
12  194616   mac_num_tx: 2 seq: 1 src: 22 dest: 39
1  194625   new_hop:
7  194630   mac_num_tx: 1 seq: 1 src: 22 dest: 39
1  194634   routing_drop: tcp no route to off-link destination 39
11  195162   HRPL: ============ (RPL ROUTING) ===========
11  195165   app_send: seq: 1 to: 34 
6  195296   new_hop:
11  195300   mac_num_tx: 1 seq: 1 src: 11 dest: 34
1  195309   new_hop:
6  195314   mac_num_tx: 1 seq: 1 src: 11 dest: 34
1  195318   routing_drop: tcp no route to off-link destination 34
30  195656   rpl_dio: send
35  196402   rpl_dio: send
12  196865   HRPL: ============ (RPL ROUTING) ===========
12  196869   app_send: seq: 1 to: 29 
7  196984   new_hop:
12  196989   mac_num_tx: 1 seq: 1 src: 12 dest: 29
8  197032   new_hop:
7  197037   mac_num_tx: 1 seq: 1 src: 12 dest: 29
13  197149   new_hop:
8  197154   mac_num_tx: 1 seq: 1 src: 12 dest: 29
18  197181   new_hop:
13  197186   mac_num_tx: 1 seq: 1 src: 12 dest: 29
23  197263   new_hop:
18  197268   mac_num_tx: 1 seq: 1 src: 12 dest: 29
24  197402   new_hop:
23  197407   mac_num_tx: 1 seq: 1 src: 12 dest: 29
29  197450   new_hop:
24  197455   mac_num_tx: 1 seq: 1 src: 12 dest: 29
29  197460   app_recv: seq: 1 hops: 7 sugg_etx: 0 actual_etx: 7 src: 12 dest: 29
26  197882   HRPL: ============ (RPL ROUTING) ===========
26  197885   app_send: seq: 1 to: 4 
21  198023   new_hop:
26  198027   mac_num_tx: 1 seq: 1 src: 26 dest: 4
6  198084   rpl_dio: send
16  198136   new_hop:
21  198140   mac_num_tx: 1 seq: 1 src: 26 dest: 4
11  198161   new_hop:
16  198165   mac_num_tx: 1 seq: 1 src: 26 dest: 4
33  198193   HRPL: ============ (RPL ROUTING) ===========
33  198196   app_send: seq: 1 to: 40 
7  198248   rpl_dio: send
32  198281   new_hop:
46  198285   HRPL: ============ (RPL ROUTING) ===========
33  198286   mac_num_tx: 1 seq: 1 src: 33 dest: 40
46  198288   app_send: seq: 1 to: 39 
6  198296   new_hop:
11  198300   mac_num_tx: 1 seq: 1 src: 26 dest: 4
1  198309   new_hop:
27  198310   new_hop:
6  198314   mac_num_tx: 1 seq: 1 src: 26 dest: 4
32  198314   mac_num_tx: 1 seq: 1 src: 33 dest: 40
2  198343   new_hop:
1  198347   mac_num_tx: 1 seq: 1 src: 26 dest: 4
22  198385   new_hop:
27  198389   mac_num_tx: 1 seq: 1 src: 33 dest: 40
41  198396   new_hop:
46  198400   mac_num_tx: 1 seq: 1 src: 46 dest: 39
3  198467   new_hop:
2  198471   mac_num_tx: 1 seq: 1 src: 26 dest: 4
4  198496   new_hop:
3  198500   mac_num_tx: 1 seq: 1 src: 26 dest: 4
4  198505   app_recv: seq: 1 hops: 8 sugg_etx: 0 actual_etx: 8 src: 26 dest: 4
17  198520   new_hop:
36  198523   new_hop:
22  198525   mac_num_tx: 1 seq: 1 src: 33 dest: 40
41  198528   mac_num_tx: 1 seq: 1 src: 46 dest: 39
31  198621   new_hop:
36  198625   mac_num_tx: 1 seq: 1 src: 46 dest: 39
12  198637   new_hop:
17  198642   mac_num_tx: 1 seq: 1 src: 33 dest: 40
26  198684   new_hop:
31  198688   mac_num_tx: 1 seq: 1 src: 46 dest: 39
7  198735   new_hop:
12  198739   mac_num_tx: 1 seq: 1 src: 33 dest: 40
37  198744   rpl_dio: send
1  198748   new_hop:
7  198753   mac_num_tx: 1 seq: 1 src: 33 dest: 40
1  198757   routing_drop: tcp no route to off-link destination 40
21  198773   new_hop:
26  198778   mac_num_tx: 1 seq: 1 src: 46 dest: 39
17  198847   rpl_dio: send
12  198888   #L 7 1
16  198890   new_hop:
21  198895   mac_num_tx: 1 seq: 1 src: 46 dest: 39
8  198910   #L 7 1
11  199162   new_hop:
16  199166   mac_num_tx: 2 seq: 1 src: 46 dest: 39
43  199209   HRPL: ============ (RPL ROUTING) ===========
43  199213   app_send: seq: 1 to: 49 
6  199297   new_hop:
11  199302   mac_num_tx: 1 seq: 1 src: 46 dest: 39
1  199311   new_hop:
6  199315   mac_num_tx: 1 seq: 1 src: 46 dest: 39
1  199319   routing_drop: tcp no route to off-link destination 39
38  199415   new_hop:
43  199419   mac_num_tx: 2 seq: 1 src: 43 dest: 49
37  199458   new_hop:
38  199463   mac_num_tx: 1 seq: 1 src: 43 dest: 49
32  199533   new_hop:
37  199537   mac_num_tx: 1 seq: 1 src: 43 dest: 49
27  199558   new_hop:
32  199562   mac_num_tx: 1 seq: 1 src: 43 dest: 49
22  199636   new_hop:
27  199641   mac_num_tx: 1 seq: 1 src: 43 dest: 49
17  199772   new_hop:
22  199776   mac_num_tx: 1 seq: 1 src: 43 dest: 49
12  199889   new_hop:
17  199894   mac_num_tx: 1 seq: 1 src: 43 dest: 49
7  199986   new_hop:
12  199991   mac_num_tx: 1 seq: 1 src: 43 dest: 49
1  200000   new_hop:
7  200005   mac_num_tx: 1 seq: 1 src: 43 dest: 49
1  200009   routing_drop: tcp no route to off-link destination 49
40  200774   rpl_dio: send
12  200939   rpl_dao: send
7  200984   rpl_dao: send
13  201632   rpl_dio: send
38  201912   rpl_dio: send
43  202024   #L 38 1
8  203201   rpl_dao: send
7  203238   rpl_dao: send
15  203834   rpl_dio: send
33  204095   rpl_dio: send
45  206739   rpl_dio: send
18  209077   rpl_dao: send
8  209303   rpl_dao: send
13  209420   rpl_dao: send
23  209784   rpl_dao: send
28  209821   #L 33 0
28  209823   rpl_dao: send
3  210147   rpl_dio: send
4  210250   #L 3 1
50  210411   rpl_dio: send
13  210783   HRPL: ============ (RPL ROUTING) ===========
13  210787   app_send: seq: 2 to: 39 
18  210808   new_hop:
13  210812   mac_num_tx: 1 seq: 2 src: 13 dest: 39
23  210890   new_hop:
18  210894   mac_num_tx: 1 seq: 2 src: 13 dest: 39
24  211026   new_hop:
23  211030   mac_num_tx: 1 seq: 2 src: 13 dest: 39
29  211073   new_hop:
24  211078   mac_num_tx: 1 seq: 2 src: 13 dest: 39
1  211149   rpl_dio: send
6  211174   #L 1 1
34  211213   new_hop:
29  211217   mac_num_tx: 1 seq: 2 src: 13 dest: 39
2  211222   #L 1 1
7  211239   #L 1 1
39  211329   new_hop:
34  211334   mac_num_tx: 1 seq: 2 src: 13 dest: 39
